total lines:21
10	-1 
2	-1 48 
2	-1 50 
3	-1 104 
2	-1 105 
2	-1 105 104 
6	-1 132 
2	-1 140 
2	-1 152 
2	-1 154 
2	44 
2	48 
2	50 
2	53 
2	87 
3	90 
7	104 
2	104 132 
5	105 
4	105 104 
2	128 
2	130 
3	131 
13	132 
2	132 90 
2	132 104 
2	132 128 
2	132 130 
3	132 131 
2	132 132 
2	132 132 140 
2	132 135 
3	132 140 
2	132 167 
2	135 
5	140 
2	140 90 
2	152 
2	153 
2	154 
2	166 
3	167 
