total lines:15
11	-1 
2	-1 57 
3	-1 113 
2	-1 113 57 
3	-1 136 
2	-1 136 161 
2	-1 136 162 
2	-1 136 162 161 
6	-1 137 
2	-1 137 136 
2	-1 137 161 
2	-1 137 162 
2	-1 137 162 162 
4	-1 161 
3	-1 162 
2	-1 162 161 
2	-1 162 162 
2	57 
3	113 
2	113 57 
6	136 
2	136 161 
3	136 162 
2	136 162 161 
8	137 
3	137 136 
2	137 161 
2	137 162 
2	137 162 162 
5	161 
4	162 
2	162 161 
2	162 162 
