total lines:77
42	-1 
3	-1 29 
4	-1 36 
2	-1 36 41 
2	-1 36 46 
3	-1 36 62 
2	-1 36 62 46 
2	-1 36 62 67 
2	-1 36 62 67 46 
2	-1 36 62 67 97 
2	-1 36 62 67 97 177 
2	-1 36 62 67 97 178 
2	-1 36 62 67 97 178 177 
2	-1 36 62 67 102 
2	-1 36 62 67 102 97 
2	-1 36 62 67 102 97 177 
2	-1 36 62 67 102 97 178 
2	-1 36 62 67 102 97 178 177 
2	-1 36 62 67 102 177 
2	-1 36 62 67 102 178 
2	-1 36 62 67 102 178 177 
2	-1 36 62 67 177 
2	-1 36 62 67 178 
2	-1 36 62 67 178 177 
3	-1 36 62 97 
3	-1 36 62 97 177 
2	-1 36 62 97 177 177 
2	-1 36 62 97 177 178 
2	-1 36 62 97 177 178 177 
3	-1 36 62 97 178 
3	-1 36 62 97 178 177 
3	-1 36 62 102 
3	-1 36 62 102 97 
3	-1 36 62 102 97 177 
2	-1 36 62 102 97 177 177 
2	-1 36 62 102 97 177 178 
2	-1 36 62 102 97 177 178 177 
3	-1 36 62 102 97 178 
3	-1 36 62 102 97 178 177 
3	-1 36 62 102 177 
2	-1 36 62 102 177 177 
2	-1 36 62 102 177 178 
2	-1 36 62 102 177 178 177 
3	-1 36 62 102 178 
3	-1 36 62 102 178 177 
3	-1 36 62 177 
2	-1 36 62 177 177 
2	-1 36 62 177 178 
2	-1 36 62 177 178 177 
3	-1 36 62 178 
3	-1 36 62 178 177 
2	-1 36 67 
2	-1 36 67 46 
2	-1 36 67 97 
2	-1 36 67 97 177 
2	-1 36 67 97 178 
2	-1 36 67 97 178 177 
2	-1 36 67 102 
2	-1 36 67 102 97 
2	-1 36 67 102 97 177 
2	-1 36 67 102 97 178 
2	-1 36 67 102 97 178 177 
2	-1 36 67 102 177 
2	-1 36 67 102 178 
2	-1 36 67 102 178 177 
2	-1 36 67 177 
2	-1 36 67 178 
2	-1 36 67 178 177 
3	-1 36 97 
3	-1 36 97 177 
2	-1 36 97 177 177 
2	-1 36 97 177 178 
2	-1 36 97 177 178 177 
3	-1 36 97 178 
3	-1 36 97 178 177 
3	-1 36 102 
3	-1 36 102 97 
3	-1 36 102 97 177 
2	-1 36 102 97 177 177 
2	-1 36 102 97 177 178 
2	-1 36 102 97 177 178 177 
3	-1 36 102 97 178 
3	-1 36 102 97 178 177 
3	-1 36 102 177 
2	-1 36 102 177 177 
2	-1 36 102 177 178 
2	-1 36 102 177 178 177 
3	-1 36 102 178 
3	-1 36 102 178 177 
3	-1 36 177 
2	-1 36 177 177 
2	-1 36 177 178 
2	-1 36 177 178 177 
3	-1 36 178 
3	-1 36 178 177 
2	-1 37 
3	-1 41 
3	-1 43 
2	-1 43 135 
5	-1 46 
2	-1 46 102 
2	-1 48 
2	-1 48 105 
2	-1 50 
2	-1 50 36 
2	-1 50 36 62 
2	-1 50 36 62 97 
2	-1 50 36 62 97 177 
2	-1 50 36 62 97 178 
2	-1 50 36 62 97 178 177 
2	-1 50 36 62 102 
2	-1 50 36 62 102 97 
2	-1 50 36 62 102 97 177 
2	-1 50 36 62 102 97 178 
2	-1 50 36 62 102 97 178 177 
2	-1 50 36 62 102 177 
2	-1 50 36 62 102 178 
2	-1 50 36 62 102 178 177 
2	-1 50 36 62 177 
2	-1 50 36 62 178 
2	-1 50 36 62 178 177 
2	-1 50 36 97 
2	-1 50 36 97 177 
2	-1 50 36 97 178 
2	-1 50 36 97 178 177 
2	-1 50 36 102 
2	-1 50 36 102 97 
2	-1 50 36 102 97 177 
2	-1 50 36 102 97 178 
2	-1 50 36 102 97 178 177 
2	-1 50 36 102 177 
2	-1 50 36 102 178 
2	-1 50 36 102 178 177 
2	-1 50 36 177 
2	-1 50 36 178 
2	-1 50 36 178 177 
2	-1 50 62 
2	-1 50 62 97 
2	-1 50 62 97 177 
2	-1 50 62 97 178 
2	-1 50 62 97 178 177 
2	-1 50 62 102 
2	-1 50 62 102 97 
2	-1 50 62 102 97 177 
2	-1 50 62 102 97 178 
2	-1 50 62 102 97 178 177 
2	-1 50 62 102 177 
2	-1 50 62 102 178 
2	-1 50 62 102 178 177 
2	-1 50 62 177 
2	-1 50 62 178 
2	-1 50 62 178 177 
2	-1 50 97 
2	-1 50 97 177 
2	-1 50 97 178 
2	-1 50 97 178 177 
2	-1 50 102 
2	-1 50 102 97 
2	-1 50 102 97 177 
2	-1 50 102 97 178 
2	-1 50 102 97 178 177 
2	-1 50 102 177 
2	-1 50 102 178 
2	-1 50 102 178 177 
2	-1 50 177 
2	-1 50 178 
2	-1 50 178 177 
3	-1 53 
3	-1 62 
2	-1 62 46 
2	-1 62 67 
2	-1 62 67 46 
2	-1 62 67 97 
2	-1 62 67 97 177 
2	-1 62 67 97 178 
