total lines:26
15	-1 
3	-1 86 
7	-1 100 
2	-1 100 86 
2	-1 100 138 
2	-1 100 141 
3	-1 138 
2	-1 140 
2	-1 140 140 
9	-1 141 
2	-1 141 138 
2	-1 163 
6	86 
13	100 
5	100 86 
2	100 100 
2	100 138 
3	100 141 
4	138 
2	138 140 
5	140 
2	140 140 
17	141 
4	141 100 
3	141 138 
2	141 138 140 
3	141 140 
2	141 141 
2	141 163 
4	163 
