total lines:50
8	-1 
2	-1 90 
3	-1 95 
2	-1 95 110 
2	-1 95 147 
2	-1 95 147 110 
2	-1 110 
2	-1 117 
3	-1 147 
2	-1 147 110 
2	-1 152 
2	-1 173 
2	-1 173 95 
2	-1 173 95 110 
2	-1 173 95 147 
2	-1 173 95 147 110 
2	-1 173 110 
2	-1 173 147 
2	-1 173 147 110 
2	-1 173 180 
2	-1 173 180 95 
2	-1 173 180 95 110 
2	-1 173 180 95 147 
2	-1 173 180 95 147 110 
2	-1 173 180 110 
2	-1 173 180 147 
2	-1 173 180 147 110 
2	-1 178 
5	-1 180 
2	-1 180 95 
2	-1 180 95 110 
2	-1 180 95 147 
2	-1 180 95 147 110 
2	-1 180 110 
2	-1 180 147 
2	-1 180 147 110 
27	90 
4	90 95 
2	90 95 180 
10	90 110 
3	90 110 95 
2	90 110 95 180 
8	90 110 147 
3	90 110 147 95 
2	90 110 147 95 180 
2	90 110 147 180 
3	90 110 180 
4	90 140 
10	90 147 
4	90 147 95 
2	90 147 95 180 
3	90 147 180 
9	90 153 
4	90 153 140 
4	90 180 
26	95 
13	95 90 
4	95 90 140 
8	95 90 153 
4	95 90 153 140 
15	95 110 
11	95 110 90 
3	95 110 90 140 
7	95 110 90 153 
3	95 110 90 153 140 
3	95 110 140 
8	95 110 153 
3	95 110 153 140 
4	95 140 
17	95 147 
13	95 147 90 
4	95 147 90 140 
8	95 147 90 153 
4	95 147 90 153 140 
14	95 147 110 
11	95 147 110 90 
3	95 147 110 90 140 
7	95 147 110 90 153 
3	95 147 110 90 153 140 
3	95 147 110 140 
8	95 147 110 153 
3	95 147 110 153 140 
4	95 147 140 
9	95 147 153 
4	95 147 153 140 
9	95 153 
4	95 153 140 
6	95 180 
32	110 
13	110 90 
3	110 90 140 
8	110 90 153 
3	110 90 153 140 
8	110 95 
6	110 95 180 
4	110 140 
12	110 147 
6	110 147 95 
5	110 147 95 180 
5	110 147 180 
10	110 153 
4	110 153 140 
7	110 180 
2	117 
15	140 
7	140 90 
3	140 90 95 
2	140 90 95 180 
6	140 90 110 
2	140 90 110 95 
2	140 90 110 95 180 
6	140 90 110 147 
2	140 90 110 147 95 
2	140 90 110 147 95 180 
2	140 90 110 147 180 
2	140 90 110 180 
7	140 90 147 
3	140 90 147 95 
2	140 90 147 95 180 
2	140 90 147 180 
2	140 90 180 
6	140 95 
4	140 95 180 
9	140 110 
5	140 110 95 
4	140 110 95 180 
8	140 110 147 
3	140 110 147 95 
3	140 110 147 95 180 
3	140 110 147 180 
4	140 110 180 
9	140 147 
4	140 147 95 
3	140 147 95 180 
3	140 147 180 
9	140 153 
6	140 153 90 
2	140 153 90 95 
5	140 153 90 110 
5	140 153 90 110 147 
6	140 153 90 147 
2	140 153 90 147 95 
5	140 153 95 
3	140 153 95 180 
8	140 153 110 
4	140 153 110 95 
3	140 153 110 95 180 
7	140 153 110 147 
2	140 153 110 147 95 
2	140 153 110 147 95 180 
2	140 153 110 147 180 
3	140 153 110 180 
8	140 153 147 
3	140 153 147 95 
2	140 153 147 95 180 
2	140 153 147 180 
3	140 153 180 
4	140 180 
34	147 
15	147 90 
4	147 90 140 
9	147 90 153 
4	147 90 153 140 
7	147 95 
5	147 95 180 
17	147 110 
13	147 110 90 
3	147 110 90 140 
8	147 110 90 153 
3	147 110 90 153 140 
4	147 110 140 
10	147 110 153 
4	147 110 153 140 
5	147 140 
11	147 153 
5	147 153 140 
6	147 180 
15	152 
10	152 90 
2	152 90 95 
8	152 90 110 
6	152 90 110 147 
2	152 90 110 180 
8	152 90 147 
2	152 90 147 95 
2	152 90 147 180 
3	152 90 180 
5	152 95 
3	152 95 180 
11	152 110 
4	152 110 95 
3	152 110 95 180 
8	152 110 147 
2	152 110 147 95 
2	152 110 147 95 180 
2	152 110 147 180 
4	152 110 180 
9	152 140 
6	152 140 90 
2	152 140 90 95 
5	152 140 90 110 
5	152 140 90 110 147 
6	152 140 90 147 
2	152 140 90 147 95 
5	152 140 95 
3	152 140 95 180 
8	152 140 110 
4	152 140 110 95 
3	152 140 110 95 180 
7	152 140 110 147 
2	152 140 110 147 95 
2	152 140 110 147 95 180 
2	152 140 110 147 180 
3	152 140 110 180 
8	152 140 147 
3	152 140 147 95 
2	152 140 147 95 180 
2	152 140 147 180 
9	152 140 153 
6	152 140 153 90 
2	152 140 153 90 95 
5	152 140 153 90 110 
5	152 140 153 90 110 147 
6	152 140 153 90 147 
2	152 140 153 90 147 95 
5	152 140 153 95 
3	152 140 153 95 180 
8	152 140 153 110 
4	152 140 153 110 95 
3	152 140 153 110 95 180 
7	152 140 153 110 147 
2	152 140 153 110 147 95 
2	152 140 153 110 147 95 180 
2	152 140 153 110 147 180 
3	152 140 153 110 180 
8	152 140 153 147 
3	152 140 153 147 95 
2	152 140 153 147 95 180 
2	152 140 153 147 180 
3	152 140 153 180 
3	152 140 180 
10	152 147 
3	152 147 95 
2	152 147 95 180 
3	152 147 180 
13	152 153 
10	152 153 90 
2	152 153 90 95 
8	152 153 90 110 
6	152 153 90 110 147 
2	152 153 90 110 180 
8	152 153 90 147 
2	152 153 90 147 95 
2	152 153 90 147 180 
3	152 153 90 180 
5	152 153 95 
3	152 153 95 180 
11	152 153 110 
4	152 153 110 95 
3	152 153 110 95 180 
8	152 153 110 147 
2	152 153 110 147 95 
2	152 153 110 147 95 180 
2	152 153 110 147 180 
4	152 153 110 180 
10	152 153 147 
3	152 153 147 95 
2	152 153 147 95 180 
3	152 153 147 180 
