total lines:95
63	-1 
2	-1 15 
2	-1 21 
4	-1 35 
4	-1 37 
2	-1 40 
3	-1 55 
6	-1 60 
2	-1 61 
2	-1 69 
5	-1 73 
3	-1 73 73 
2	-1 73 81 
2	-1 73 81 73 
2	-1 76 
3	-1 81 
2	-1 81 73 
3	-1 93 
3	-1 93 60 
4	-1 97 
2	-1 106 
2	-1 115 
2	-1 115 73 
9	-1 118 
2	-1 118 153 
2	-1 118 153 154 
2	-1 118 154 
2	-1 128 
2	-1 141 
7	-1 143 
2	-1 146 
2	-1 146 106 
3	-1 153 
2	-1 153 154 
6	-1 154 
2	-1 154 118 
2	-1 160 
2	-1 163 
3	-1 173 
2	-1 174 
6	-1 175 
2	-1 175 179 
3	-1 176 
4	-1 178 
3	-1 179 
2	15 
3	21 
2	29 
3	32 
5	35 
4	37 
2	40 
3	51 
2	51 81 
2	53 
2	53 143 
6	55 
3	55 175 
3	55 175 179 
3	55 179 
2	58 
2	58 73 
2	58 81 
2	58 81 73 
2	58 115 
2	58 115 73 
2	58 115 81 
2	58 115 81 73 
2	58 127 
2	58 127 73 
2	58 127 81 
2	58 127 81 73 
2	58 127 115 
2	58 127 115 73 
2	58 127 115 81 
2	58 127 115 81 73 
9	60 
3	61 
2	61 118 
2	69 
8	73 
2	73 51 
2	73 51 81 
2	73 58 
3	73 73 
4	73 81 
2	73 81 73 
2	76 
3	80 
2	80 101 
6	81 
3	81 51 
2	81 51 81 
4	81 73 
2	81 73 51 
2	81 73 51 81 
2	81 73 81 
2	81 81 
2	83 
2	91 
4	93 
4	93 60 
6	97 
3	99 
2	99 53 
2	99 53 143 
3	99 135 
2	99 135 143 
2	99 143 
2	101 
2	106 
4	115 
2	115 51 
4	115 73 
3	115 81 
2	115 81 51 
3	115 81 73 
11	118 
2	118 153 
2	118 153 154 
2	118 154 
3	127 
2	127 51 
3	127 73 
3	127 81 
2	127 81 51 
3	127 81 73 
3	127 115 
2	127 115 51 
3	127 115 73 
3	127 115 81 
2	127 115 81 51 
3	127 115 81 73 
3	128 
2	128 143 
4	135 
2	135 143 
5	141 
2	141 143 
2	141 175 
21	143 
2	143 53 
2	143 53 143 
2	143 91 
2	143 99 
2	143 99 53 
2	143 99 53 143 
2	143 99 135 
2	143 99 135 143 
2	143 99 143 
2	143 135 
2	143 135 143 
3	143 141 
2	143 141 143 
5	143 143 
2	143 143 173 
2	143 143 173 179 
2	143 143 179 
2	143 163 
2	143 163 53 
2	143 163 53 143 
2	143 163 99 
2	143 163 99 53 
2	143 163 99 53 143 
2	143 163 99 135 
2	143 163 99 135 143 
2	143 163 99 143 
2	143 163 135 
2	143 163 135 143 
2	143 163 143 
2	143 173 
2	143 173 179 
3	143 175 
2	143 175 179 
4	143 179 
2	146 
2	146 106 
4	153 
2	153 154 
6	154 
2	154 118 
3	160 
2	160 143 
4	163 
2	163 53 
2	163 53 143 
2	163 99 
2	163 99 53 
2	163 99 53 143 
2	163 99 135 
2	163 99 135 143 
2	163 99 143 
2	163 135 
2	163 135 143 
2	163 143 
8	173 
3	173 179 
4	174 
2	174 173 
14	175 
2	175 55 
2	175 173 
7	175 179 
2	175 179 173 
3	176 
2	177 
11	178 
2	178 99 
2	178 99 135 
2	178 135 
3	178 143 
2	178 174 
12	179 
2	179 143 
3	179 173 
5	179 175 
3	179 175 179 
3	179 179 
