total lines:27
13	-1 
9	-1 41 
2	-1 66 
2	-1 86 
4	-1 104 
3	-1 104 41 
2	-1 123 
3	-1 133 
2	-1 133 86 
2	-1 139 
3	29 
2	29 50 
11	41 
2	50 
3	66 
3	75 
2	75 84 
2	75 84 96 
2	75 84 135 
2	75 84 135 96 
2	75 96 
2	75 135 
2	75 135 96 
2	84 
2	84 96 
2	84 135 
2	84 135 96 
6	86 
2	86 41 
2	86 123 
3	86 139 
3	96 
2	96 29 
2	96 29 50 
2	96 50 
2	96 75 
2	96 75 84 
2	96 75 84 96 
2	96 75 84 135 
2	96 75 84 135 96 
2	96 75 96 
2	96 75 135 
2	96 75 135 96 
2	96 84 
2	96 84 96 
2	96 84 135 
2	96 84 135 96 
2	96 96 
2	96 135 
2	96 135 96 
2	100 
4	104 
3	104 41 
8	123 
2	123 41 
2	123 86 
2	123 96 
2	123 123 
3	123 133 
2	123 133 86 
3	123 133 133 
2	123 155 
2	123 155 133 
2	123 157 
13	133 
3	133 41 
2	133 75 
5	133 86 
2	133 86 41 
2	133 86 139 
2	133 96 
4	133 123 
2	133 123 96 
2	133 123 133 
2	133 123 155 
2	133 123 155 133 
2	133 123 157 
4	133 133 
2	133 133 157 
2	133 139 
5	133 155 
2	133 155 86 
2	133 155 86 139 
2	133 155 133 
2	133 155 139 
2	133 155 157 
3	133 157 
2	135 
2	135 96 
4	139 
2	139 41 
2	140 
6	155 
2	155 86 
2	155 86 139 
2	155 123 
2	155 133 
2	155 133 133 
2	155 139 
3	155 157 
5	157 
2	157 133 
